avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,city,last_trip_date,phone,signup_date,surge_pct,trips_in_first_30_days,luxury_car_user,weekday_pct
4.32,4.6,3.9,1.1,Winterfell,6/30/2014,iPhone,1/10/2014,13.2,34,FALSE,72.8
0.61,4,,1,Astapor,4/27/2014,iPhone,1/16/2014,0,0,FALSE,0
10.27,4.8,4,1,Winterfell,6/6/2014,iPhone,1/23/2014,0,1,TRUE,100
8.16,4.9,4.2,1,King's Landing,6/12/2014,iPhone,1/28/2014,0,3,TRUE,54.5
5.33,4.4,4.1,1.05,Winterfell,6/15/2014,Android,1/7/2014,10,7,FALSE,45
19.01,5,3,1,Winterfell,6/22/2014,iPhone,1/26/2014,0,0,TRUE,0
4.39,5,5,1.1,Astapor,5/3/2014,iPhone,1/24/2014,20,1,FALSE,60
2.33,5,5,1,King's Landing,5/29/2014,iPhone,1/9/2014,0,2,FALSE,100
13.75,5,5,1,Astapor,2/23/2014,iPhone,1/18/2014,0,1,FALSE,0
1.44,5,5,1,Winterfell,4/12/2014,Android,1/1/2014,0,0,FALSE,0
6.88,4.5,5,1.07,Winterfell,6/22/2014,iPhone,1/5/2014,10,5,FALSE,70
2.95,5,4,1.14,Winterfell,4/22/2014,Android,1/24/2014,33.3,4,FALSE,77.8
7.95,5,4.5,1,Astapor,1/18/2014,iPhone,1/16/2014,0,2,FALSE,50
2.24,3.5,4.5,1,Astapor,3/31/2014,iPhone,1/19/2014,0,0,FALSE,50
3.26,4.7,4.3,1.03,Winterfell,7/1/2014,iPhone,1/6/2014,2.4,18,FALSE,80.7
5.38,5,5,1,King's Landing,6/20/2014,Android,1/26/2014,0,1,FALSE,100
5.63,5,5,1,King's Landing,6/14/2014,iPhone,1/11/2014,0,2,TRUE,20
2.46,4,4.3,1,Winterfell,5/10/2014,iPhone,1/25/2014,0,0,FALSE,100
2.76,5,5,1,Astapor,3/2/2014,iPhone,1/15/2014,0,0,FALSE,0
7.01,5,5,1,Winterfell,6/29/2014,iPhone,1/18/2014,0,1,FALSE,50
2.47,5,5,1.2,Winterfell,6/28/2014,iPhone,1/13/2014,20,1,FALSE,60
1.12,5,5,1,Winterfell,6/25/2014,iPhone,1/23/2014,0,0,TRUE,100
1.82,5,5,1,Astapor,1/5/2014,iPhone,1/5/2014,0,1,FALSE,0
5.38,4.8,3.9,1.04,King's Landing,6/29/2014,iPhone,1/12/2014,4.5,10,TRUE,54.5
3.74,5,4,1,King's Landing,6/20/2014,iPhone,1/6/2014,0,0,FALSE,100
16.77,5,4,1,Winterfell,1/20/2014,iPhone,1/20/2014,0,1,TRUE,100
22.28,5,5,1,King's Landing,6/14/2014,iPhone,1/15/2014,0,4,FALSE,50
2.14,4.9,3.6,1,Astapor,6/1/2014,Android,1/24/2014,0,2,TRUE,40
3.2,4.5,5,1,Astapor,1/25/2014,iPhone,1/22/2014,0,2,TRUE,50
1.82,4.5,4,1,Winterfell,5/27/2014,Android,1/17/2014,0,0,TRUE,100
2.22,5,4.6,1.1,King's Landing,6/26/2014,iPhone,1/17/2014,16.7,4,FALSE,83.3
8.78,4.6,4.4,1,King's Landing,6/2/2014,iPhone,1/6/2014,0,3,TRUE,85.7
1.57,5,5,1.06,King's Landing,6/29/2014,iPhone,1/8/2014,25,0,FALSE,25
3.41,4.6,4.5,1.14,Astapor,6/29/2014,Android,1/3/2014,21.1,1,TRUE,26.3
4.68,4.8,3.8,1.07,Winterfell,6/29/2014,iPhone,1/28/2014,10,2,FALSE,70
13.28,5,5,1,King's Landing,1/16/2014,iPhone,1/15/2014,0,2,TRUE,100
5.57,5,,1,Winterfell,3/8/2014,Android,1/24/2014,0,1,TRUE,100
7.2,5,3,1,King's Landing,6/6/2014,iPhone,1/11/2014,0,2,FALSE,100
5.27,4.8,5,1,Winterfell,6/19/2014,iPhone,1/17/2014,0,2,FALSE,100
14.57,5,,1,King's Landing,6/6/2014,iPhone,1/25/2014,0,1,TRUE,100
13.18,4.7,4.3,1,King's Landing,3/19/2014,Android,1/30/2014,0,0,FALSE,71.4
9.05,4.6,4.4,1,Winterfell,6/28/2014,iPhone,1/8/2014,0,1,TRUE,57.1
0.94,5,5,1,Astapor,1/18/2014,Android,1/17/2014,0,3,TRUE,33.3
4.4,4.9,5,1,King's Landing,6/21/2014,iPhone,1/3/2014,0,3,FALSE,62.5
1.18,4,,1,Winterfell,4/13/2014,Android,1/31/2014,0,1,FALSE,0
2.01,4.6,5,1.08,Astapor,5/9/2014,iPhone,1/18/2014,11.1,2,FALSE,44.4
13.58,5,,1,Astapor,4/29/2014,Android,1/2/2014,0,0,FALSE,100
12.81,4.5,5,1,Astapor,5/4/2014,Android,1/25/2014,0,0,FALSE,50
1.4,5,5,1,Astapor,1/20/2014,iPhone,1/17/2014,0,3,FALSE,0
2.54,4.3,4.5,1,Winterfell,6/29/2014,iPhone,1/5/2014,0,1,FALSE,0
7.86,5,5,1.21,Winterfell,1/20/2014,iPhone,1/16/2014,33.3,6,FALSE,16.7
5.46,4.8,4.9,1.08,Astapor,6/28/2014,iPhone,1/10/2014,17.4,3,TRUE,34.8
3.32,4.6,5,1.25,Astapor,6/14/2014,iPhone,1/31/2014,50,1,TRUE,50
8.13,4.7,4.8,1,Winterfell,4/24/2014,iPhone,1/26/2014,0,5,FALSE,84.2
3.98,4.8,4.9,1.05,King's Landing,6/29/2014,iPhone,1/25/2014,5.9,16,TRUE,56.5
3.24,4.8,4.9,1.1,Astapor,4/29/2014,Android,1/9/2014,10,2,FALSE,40
1.47,5,5,1.1,Astapor,1/25/2014,iPhone,1/23/2014,20,5,TRUE,100
8.49,5,,1.25,Winterfell,1/19/2014,iPhone,1/18/2014,100,1,FALSE,0
4.02,4.9,5,1,King's Landing,6/6/2014,iPhone,1/10/2014,0,2,FALSE,75
3.09,4.8,4.6,1.13,Astapor,6/29/2014,iPhone,1/17/2014,11.8,8,TRUE,55.9
2.6,3,,1,Astapor,1/25/2014,Android,1/18/2014,0,1,TRUE,0
8.29,5,4,1,Astapor,2/17/2014,iPhone,1/15/2014,0,0,TRUE,100
5.11,4,5,1.13,Winterfell,4/27/2014,Android,1/25/2014,25,1,FALSE,25
5.54,5,5,1,King's Landing,6/5/2014,iPhone,1/24/2014,0,0,FALSE,100
11.08,5,5,1,Winterfell,1/26/2014,Android,1/20/2014,0,3,FALSE,66.7
7.71,4.8,4.5,1,Astapor,6/27/2014,iPhone,1/12/2014,0,1,TRUE,75
8.14,5,4.3,1,Winterfell,1/19/2014,iPhone,1/15/2014,0,3,FALSE,66.7
1.5,3,,1,Winterfell,1/11/2014,Android,1/10/2014,0,1,FALSE,100
1.13,5,4,1,Astapor,1/18/2014,iPhone,1/17/2014,0,1,TRUE,100
2.4,5,4.9,1.11,King's Landing,6/9/2014,iPhone,1/22/2014,11.1,2,FALSE,44.4
2.25,5,4.5,1.17,Astapor,3/31/2014,Android,1/16/2014,33.3,1,FALSE,33.3
23.29,4.6,4.5,1,Astapor,2/21/2014,iPhone,1/12/2014,0,2,FALSE,85.7
1.88,5,4,1,Winterfell,1/17/2014,iPhone,1/16/2014,0,1,FALSE,100
7.58,4.5,5,1,Winterfell,5/31/2014,Android,1/29/2014,0,2,FALSE,50
1.91,5,5,1,Winterfell,1/6/2014,iPhone,1/6/2014,0,1,FALSE,100
2.43,4.8,4.8,1.06,Winterfell,6/30/2014,iPhone,1/13/2014,10,2,TRUE,60
8.48,5,5,1,Winterfell,1/23/2014,iPhone,1/15/2014,0,3,FALSE,100
18.11,5,,1,Winterfell,6/11/2014,iPhone,1/17/2014,0,0,TRUE,100
3.03,4.7,5,1.08,Astapor,5/31/2014,iPhone,1/19/2014,16.7,4,TRUE,50
2.85,4.5,5,1,Astapor,2/23/2014,iPhone,1/24/2014,0,2,TRUE,0
4.31,4.8,4.7,1.03,Astapor,5/12/2014,Android,1/31/2014,12.5,0,FALSE,87.5
4.94,4.8,3.5,1,Winterfell,6/15/2014,Android,1/17/2014,0,5,FALSE,16.7
6.09,4.7,4.7,1.01,Winterfell,6/1/2014,iPhone,1/14/2014,2.9,3,TRUE,38.2
2.89,5,,3.25,Astapor,2/7/2014,iPhone,1/30/2014,100,1,FALSE,100
11.46,5,,1,Winterfell,2/5/2014,iPhone,1/14/2014,0,1,FALSE,100
1.31,4.9,4.3,1.08,Astapor,5/10/2014,iPhone,1/10/2014,16.7,7,FALSE,16.7
1.59,5,5,1,Winterfell,1/19/2014,iPhone,1/18/2014,0,2,FALSE,0
4.87,5,,1,Astapor,1/31/2014,iPhone,1/27/2014,0,1,TRUE,100
4.31,5,,3.25,Astapor,1/19/2014,Android,1/18/2014,100,1,FALSE,0
1.21,5,5,1.11,Astapor,2/16/2014,iPhone,1/24/2014,22.2,9,TRUE,33.3
2.21,5,5,1,Astapor,1/11/2014,iPhone,1/11/2014,0,1,FALSE,0
9.68,4.9,5,1.11,King's Landing,6/21/2014,iPhone,1/18/2014,11.1,2,FALSE,22.2
40.16,5,5,1,Winterfell,1/21/2014,Android,1/21/2014,0,1,TRUE,100
2.08,5,2,2.5,Astapor,1/24/2014,Android,1/24/2014,100,1,FALSE,100
4.29,4.3,5,1,Winterfell,6/27/2014,iPhone,1/28/2014,0,0,FALSE,50
4.73,5,4.5,1.5,Astapor,5/31/2014,iPhone,1/26/2014,50,1,FALSE,50
1.87,3,4,1,Winterfell,6/19/2014,Android,1/31/2014,0,2,FALSE,100
3.44,3.7,4.5,1,Winterfell,2/20/2014,Android,1/8/2014,0,2,TRUE,100
10.34,5,,1,King's Landing,6/22/2014,iPhone,1/19/2014,0,0,TRUE,0
6.78,4.6,5,1,King's Landing,5/26/2014,Android,1/12/2014,0,1,TRUE,12.5
2.95,4.7,4.5,1,Astapor,6/8/2014,iPhone,1/17/2014,0,1,FALSE,53.8
14.88,5,,1,Winterfell,4/6/2014,iPhone,1/30/2014,0,0,FALSE,0
3.69,4.8,5,1.1,Winterfell,5/17/2014,Android,1/29/2014,20,4,FALSE,40
3.5,5,5,1,Winterfell,2/3/2014,iPhone,1/30/2014,0,3,FALSE,100
4.04,5,4.4,1.13,Astapor,1/13/2014,iPhone,1/6/2014,33.3,6,FALSE,50
1.4,5,4.4,1,Astapor,1/6/2014,iPhone,1/3/2014,0,5,TRUE,20
6.73,5,5,1,Astapor,1/12/2014,Android,1/11/2014,0,1,FALSE,0
2.26,5,5,1,King's Landing,6/26/2014,iPhone,1/30/2014,0,0,TRUE,100
3.81,5,4,1,Winterfell,6/6/2014,iPhone,1/12/2014,0,0,FALSE,100
6.19,5,,1.75,Winterfell,6/27/2014,Android,1/20/2014,100,0,FALSE,100
5.5,5,4,1,Astapor,2/7/2014,Android,1/2/2014,0,0,FALSE,100
3.9,4.3,4.8,1.22,Winterfell,6/8/2014,iPhone,1/18/2014,37.5,1,FALSE,25
8.16,4.7,5,1,King's Landing,6/17/2014,Android,1/17/2014,0,0,TRUE,66.7
4.46,3,5,1,Astapor,1/5/2014,Android,1/4/2014,0,1,FALSE,0
7.65,5,,1,Astapor,5/17/2014,iPhone,1/16/2014,0,0,TRUE,0
2.45,5,,1,Winterfell,2/4/2014,iPhone,1/6/2014,0,1,FALSE,100
2.78,4.4,4.1,1.09,Astapor,5/30/2014,Android,1/12/2014,11.6,8,TRUE,74.4
2.03,5,,1,Astapor,3/8/2014,Android,1/30/2014,0,1,FALSE,100
4.58,5,5,1,Winterfell,6/3/2014,iPhone,1/31/2014,0,1,TRUE,50
1.69,4.7,5,1,Winterfell,3/14/2014,Android,1/25/2014,0,3,FALSE,50
5.99,4.6,5,1,Winterfell,6/3/2014,iPhone,1/28/2014,0,2,TRUE,100
7.74,3,2,1,Winterfell,3/31/2014,iPhone,1/24/2014,0,0,FALSE,100
3.86,4.6,4.6,1.11,Astapor,6/30/2014,iPhone,1/30/2014,11.8,19,FALSE,85.7
3.55,4.9,4.9,1.01,Astapor,6/29/2014,iPhone,1/19/2014,1.5,23,FALSE,73.1
2.18,5,,1,Astapor,4/4/2014,iPhone,1/31/2014,0,1,FALSE,50
14.49,5,5,1,King's Landing,3/12/2014,Android,1/16/2014,0,1,FALSE,100
1.74,4.8,4.3,1,Astapor,6/26/2014,iPhone,1/27/2014,0,4,TRUE,100
8.22,5,,1,Winterfell,1/18/2014,iPhone,1/17/2014,0,1,FALSE,100
12.35,5,4,1,Astapor,2/7/2014,iPhone,1/30/2014,0,1,FALSE,100
4.8,4.3,5,1,Astapor,6/21/2014,iPhone,1/30/2014,0,0,FALSE,33.3
25.9,5,,1,Astapor,1/19/2014,iPhone,1/17/2014,0,1,TRUE,0
3.53,4.6,5,1.2,Winterfell,6/27/2014,iPhone,1/1/2014,13.3,6,FALSE,53.3
1.36,5,,1,Winterfell,1/9/2014,Android,1/8/2014,0,1,FALSE,100
8.48,5,5,1,Astapor,6/27/2014,iPhone,1/13/2014,0,0,TRUE,100
3.38,4.7,4,1,Winterfell,2/18/2014,iPhone,1/17/2014,0,2,FALSE,66.7
4.32,5,,1,King's Landing,1/30/2014,Android,1/1/2014,0,1,FALSE,100
10.41,5,4.4,1,King's Landing,6/30/2014,Android,1/24/2014,0,0,FALSE,58.3
4.67,4.5,3.5,1.06,Winterfell,6/26/2014,iPhone,1/4/2014,4.8,10,TRUE,90.5
4.05,4.8,4.8,1.17,Astapor,5/27/2014,iPhone,1/21/2014,16.7,3,FALSE,66.7
5.23,5,4,1,Astapor,3/5/2014,iPhone,1/11/2014,0,0,FALSE,100
13.67,5,5,1,Winterfell,4/22/2014,Android,1/9/2014,0,0,TRUE,100
8.78,5,5,1,Astapor,1/19/2014,iPhone,1/17/2014,0,2,FALSE,50
5.69,4.8,3,1.13,King's Landing,6/28/2014,iPhone,1/17/2014,25,1,FALSE,75
1.48,4.5,5,1,Winterfell,4/5/2014,iPhone,1/29/2014,0,2,FALSE,75
1.48,5,5,1.18,King's Landing,6/27/2014,iPhone,1/21/2014,31.6,3,FALSE,78.9
3.57,4.9,4.8,1,King's Landing,6/12/2014,iPhone,1/23/2014,0,2,FALSE,100
3.28,4.8,4.7,1,King's Landing,6/24/2014,iPhone,1/22/2014,0,8,FALSE,76.2
6.97,5,5,1,King's Landing,1/18/2014,iPhone,1/18/2014,0,1,TRUE,0
2.7,5,5,1.05,Astapor,6/26/2014,Android,1/24/2014,20,1,FALSE,40
1.13,5,5,1,Astapor,3/11/2014,Android,1/6/2014,0,3,TRUE,75
6.45,5,,1,Winterfell,5/26/2014,Android,1/22/2014,0,1,FALSE,50
18.33,5,5,1,Winterfell,6/23/2014,Android,1/12/2014,0,0,TRUE,100
4.06,5,5,1,Astapor,5/8/2014,iPhone,1/16/2014,0,0,TRUE,100
1.59,4.7,5,1.03,King's Landing,6/30/2014,Android,1/31/2014,6.6,20,FALSE,64.5
2.61,5,,1,Winterfell,3/20/2014,iPhone,1/19/2014,0,0,FALSE,100
1.19,3.4,4.2,1,Winterfell,2/17/2014,Android,1/24/2014,0,5,FALSE,60
3.67,4.8,4.4,1,King's Landing,6/22/2014,iPhone,1/18/2014,0,3,FALSE,54.5
4.05,5,5,1.17,Winterfell,2/16/2014,iPhone,1/31/2014,33.3,3,FALSE,33.3
7.57,4.8,4.8,1.02,Winterfell,6/27/2014,iPhone,1/19/2014,4.4,20,FALSE,75.7
5.65,4.8,4.9,1,Winterfell,4/28/2014,Android,1/10/2014,0,8,FALSE,35.1
15.44,5,5,1,Astapor,5/29/2014,Android,1/25/2014,0,0,FALSE,100
0.74,5,5,1,Winterfell,1/31/2014,iPhone,1/30/2014,0,1,FALSE,100
2.2,5,5,1.04,Astapor,5/28/2014,Android,1/30/2014,14.3,4,FALSE,100
4.89,4.8,4.4,1,Winterfell,6/7/2014,iPhone,1/20/2014,0,4,FALSE,90
2.57,5,5,1.13,King's Landing,3/23/2014,Android,1/20/2014,50,0,TRUE,0
5.12,4.8,2.8,1.06,Winterfell,6/14/2014,iPhone,1/25/2014,12.5,1,FALSE,25
4.68,5,4.8,1,Winterfell,6/28/2014,iPhone,1/9/2014,0,4,TRUE,66.7
10.47,5,5,1,King's Landing,6/28/2014,iPhone,1/1/2014,0,0,FALSE,100
4.23,5,,1,Astapor,1/12/2014,Android,1/11/2014,0,1,TRUE,0
3.41,5,5,1,King's Landing,4/14/2014,iPhone,1/17/2014,0,0,FALSE,100
2.32,5,4.7,1.08,Winterfell,3/30/2014,iPhone,1/10/2014,11.1,6,FALSE,33.3
2.75,4.3,3.9,1.25,Winterfell,6/30/2014,iPhone,1/4/2014,22.2,4,TRUE,55.6
8.91,5,5,1,Winterfell,6/29/2014,iPhone,1/18/2014,0,0,FALSE,0
1.79,4.7,4,1.06,Winterfell,6/28/2014,iPhone,1/9/2014,6.3,7,FALSE,91
5.13,4.5,4.2,1,Winterfell,6/27/2014,Android,1/6/2014,0,3,FALSE,62.5
1.5,4.8,4.8,1.13,Winterfell,6/28/2014,iPhone,1/13/2014,6.8,9,FALSE,70.5
7.5,5,,1,Winterfell,1/26/2014,iPhone,1/25/2014,0,1,TRUE,0
3.78,4.9,5,1.04,King's Landing,6/22/2014,Android,1/31/2014,14.3,0,TRUE,57.1
5.12,4.3,5,1,Astapor,3/21/2014,Android,1/31/2014,0,1,TRUE,33.3
3.51,4.9,4.1,1.04,King's Landing,6/28/2014,iPhone,1/25/2014,6.9,7,TRUE,48.3
14.06,5,,1,Winterfell,1/23/2014,Android,1/22/2014,0,1,FALSE,100
4.22,5,5,2,King's Landing,1/19/2014,iPhone,1/15/2014,100,1,FALSE,0
3.41,4.7,4.6,1.06,Winterfell,7/1/2014,iPhone,1/4/2014,8.7,18,FALSE,54.8
6.92,5,5,1,Astapor,2/23/2014,iPhone,1/20/2014,0,3,FALSE,75
7.44,4.8,4.8,1,Winterfell,6/13/2014,iPhone,1/28/2014,0,4,TRUE,85.7
1.89,4.5,5,1,Astapor,5/31/2014,iPhone,1/27/2014,0,0,TRUE,100
13.95,5,4.5,1,Astapor,2/17/2014,iPhone,1/15/2014,0,1,FALSE,100
1.57,4.9,4.7,1,King's Landing,6/8/2014,iPhone,1/20/2014,0,1,FALSE,79.2
3.47,5,,1,King's Landing,6/10/2014,iPhone,1/29/2014,0,0,FALSE,100
23.78,5,,1,Astapor,1/27/2014,Android,1/24/2014,0,1,FALSE,100
11,5,5,1,Winterfell,1/26/2014,iPhone,1/17/2014,0,2,FALSE,0
14.43,4,5,1,Winterfell,1/20/2014,iPhone,1/19/2014,0,1,FALSE,100
3.55,4.8,5,1.11,Astapor,4/27/2014,iPhone,1/29/2014,13.8,2,TRUE,65.5
1.96,5,5,1,Winterfell,1/12/2014,iPhone,1/12/2014,0,1,FALSE,0
2.46,4.8,4.7,1.15,Astapor,6/29/2014,iPhone,1/5/2014,9.8,2,FALSE,65.9
4.8,4.9,4.2,1.09,Winterfell,6/5/2014,iPhone,1/13/2014,11.8,6,FALSE,47.1
3.36,4.9,4.7,1.12,Winterfell,6/22/2014,iPhone,1/5/2014,11.8,0,FALSE,29.4
5.13,5,5,1,Winterfell,5/17/2014,Android,1/23/2014,0,0,FALSE,0
4.15,,4,1,Astapor,1/25/2014,iPhone,1/24/2014,0,1,FALSE,100
4.68,4.8,5,1.04,King's Landing,1/23/2014,iPhone,1/8/2014,16.7,6,FALSE,66.7
2.7,4.8,4.9,1.01,King's Landing,6/18/2014,iPhone,1/23/2014,5,7,TRUE,65
4.54,4.3,3.3,1.5,Winterfell,1/22/2014,iPhone,1/15/2014,33.3,3,FALSE,66.7
2,4.4,4.2,1.08,Astapor,6/26/2014,iPhone,1/29/2014,9.7,3,TRUE,96.8
4.45,4.8,4,1,Astapor,5/22/2014,Android,1/24/2014,0,4,FALSE,87.5
2.1,4,,1,Astapor,1/6/2014,Android,1/6/2014,0,1,FALSE,100
10.62,4.5,,1,King's Landing,4/14/2014,iPhone,1/19/2014,0,0,FALSE,50
15.88,5,5,1,Winterfell,4/13/2014,Android,1/11/2014,0,0,FALSE,0
4.32,5,4.7,1,Astapor,4/23/2014,iPhone,1/19/2014,0,1,FALSE,75
5.97,5,5,1,Winterfell,1/26/2014,iPhone,1/23/2014,0,4,FALSE,0
2.79,5,5,1,King's Landing,6/27/2014,iPhone,1/24/2014,0,0,FALSE,100
1.48,5,5,1,King's Landing,6/4/2014,iPhone,1/6/2014,0,0,TRUE,100
3.08,3,,1,Winterfell,1/26/2014,iPhone,1/25/2014,0,1,TRUE,0
2.1,4.6,4.7,1.06,Astapor,6/28/2014,iPhone,1/25/2014,9.8,8,TRUE,82
1.88,4.8,4.6,1,Astapor,6/19/2014,iPhone,1/30/2014,0,7,TRUE,87.9
25.84,5,5,1,Winterfell,4/28/2014,Android,1/31/2014,0,0,FALSE,0
2.65,5,5,1.17,Astapor,4/25/2014,iPhone,1/11/2014,33.3,2,FALSE,33.3
5.82,4.8,4.5,1,Winterfell,6/24/2014,iPhone,1/25/2014,0,2,TRUE,66.7
3.15,5,,1,Astapor,5/2/2014,Android,1/29/2014,0,0,TRUE,100
1.5,4.8,3.9,1.04,King's Landing,6/28/2014,iPhone,1/15/2014,7.1,4,FALSE,78.6
3.83,4.8,3.7,1.08,Winterfell,6/6/2014,iPhone,1/4/2014,16.7,4,FALSE,16.7
4.03,5,5,1,Astapor,4/10/2014,iPhone,1/19/2014,0,0,FALSE,100
4.42,5,5,1,Winterfell,1/26/2014,iPhone,1/25/2014,0,3,FALSE,0
2.93,4.6,4.7,1.06,King's Landing,5/16/2014,iPhone,1/4/2014,8.5,51,TRUE,75.6
2.72,5,,1.5,Winterfell,4/27/2014,Android,1/11/2014,100,0,FALSE,0
2.37,5,,1,Winterfell,5/30/2014,iPhone,1/11/2014,0,0,FALSE,100
10.99,5,3,1,Winterfell,6/12/2014,iPhone,1/23/2014,0,1,FALSE,100
8.85,5,,1,Winterfell,6/15/2014,iPhone,1/17/2014,0,0,TRUE,0
8.09,5,4,1.5,Astapor,5/28/2014,iPhone,1/25/2014,100,0,FALSE,100
2.76,4.9,4.9,1.53,Astapor,6/1/2014,iPhone,1/22/2014,25,5,FALSE,62.5
10.87,5,,1,Winterfell,3/27/2014,iPhone,1/15/2014,0,0,FALSE,100
10.11,5,5,1,Winterfell,5/1/2014,iPhone,1/5/2014,0,1,FALSE,50
1.59,5,5,1.25,Astapor,4/18/2014,iPhone,1/20/2014,50,0,FALSE,100
14.91,4.8,5,1,Astapor,5/8/2014,iPhone,1/7/2014,0,3,TRUE,40
15.72,5,5,1,King's Landing,6/15/2014,iPhone,1/23/2014,0,0,FALSE,50
3.61,4.3,5,1,King's Landing,6/30/2014,Android,1/27/2014,0,4,FALSE,66.7
7.01,5,5,1.23,King's Landing,2/13/2014,Android,1/15/2014,16.7,12,FALSE,33.3
3.39,5,5,1.25,Astapor,6/22/2014,iPhone,1/21/2014,100,0,FALSE,0
1.68,4.2,5,1,Astapor,5/30/2014,iPhone,1/20/2014,0,0,FALSE,100
6.56,5,5,1,Astapor,5/19/2014,iPhone,1/23/2014,0,0,FALSE,50
6.02,4.7,5,1.17,Winterfell,6/15/2014,iPhone,1/13/2014,33.3,0,FALSE,0
3.13,5,4,1.13,Winterfell,2/28/2014,,1/11/2014,25,2,TRUE,50
7.51,4.8,4.9,1.02,King's Landing,7/1/2014,iPhone,1/7/2014,1.6,2,TRUE,95.2
4.53,5,4.7,1.32,Winterfell,6/29/2014,iPhone,1/5/2014,14.3,4,TRUE,14.3
2.22,5,5,1.25,Astapor,2/23/2014,Android,1/24/2014,50,2,FALSE,0
4.62,4.9,4.6,1.1,Astapor,6/28/2014,iPhone,1/22/2014,11.1,10,TRUE,33.3
2.54,5,5,1.25,Winterfell,2/23/2014,iPhone,1/10/2014,50,2,FALSE,25
4.04,4.8,3.8,1,King's Landing,6/25/2014,iPhone,1/20/2014,0,2,TRUE,100
7.24,5,,1,Winterfell,5/26/2014,Android,1/8/2014,0,0,FALSE,100
5.77,4.9,4.6,1.09,Astapor,6/20/2014,iPhone,1/22/2014,14.3,2,FALSE,50
4.13,5,5,1,Astapor,4/27/2014,iPhone,1/8/2014,0,0,FALSE,50
5.15,5,,1,Astapor,1/25/2014,iPhone,1/24/2014,0,1,FALSE,100
2.32,5,4.6,1.04,King's Landing,7/1/2014,iPhone,1/3/2014,16.7,1,TRUE,83.3
15.13,5,,1,Astapor,1/6/2014,iPhone,1/5/2014,0,1,TRUE,0
12.09,5,5,1.17,Winterfell,5/15/2014,iPhone,1/15/2014,33.3,0,TRUE,100
5.33,5,4.3,1.58,Astapor,1/19/2014,Android,1/17/2014,33.3,3,FALSE,33.3
3.8,4.8,5,1.06,Winterfell,6/29/2014,iPhone,1/10/2014,5.2,7,FALSE,53.4
4.04,5,5,1,Astapor,1/10/2014,iPhone,1/10/2014,0,1,FALSE,100
8.6,5,4,1,King's Landing,6/29/2014,iPhone,1/16/2014,0,2,FALSE,25
2.89,,5,1,Astapor,1/25/2014,iPhone,1/25/2014,0,1,FALSE,0
4.98,4.4,4.4,1.03,Winterfell,3/17/2014,iPhone,1/14/2014,6.9,9,FALSE,69
2.47,5,4.3,1.31,King's Landing,6/20/2014,iPhone,1/16/2014,25,1,TRUE,100
6.86,4.9,4.2,1.27,King's Landing,6/7/2014,iPhone,1/1/2014,30,1,FALSE,90
3.37,5,5,1,Astapor,5/20/2014,iPhone,1/25/2014,0,0,TRUE,75
1.57,5,4,1,Winterfell,1/11/2014,Android,1/9/2014,0,1,FALSE,100
3.01,5,5,1,Winterfell,1/18/2014,,1/1/2014,0,2,TRUE,50
9.97,5,4,1.58,Astapor,2/5/2014,iPhone,1/15/2014,66.7,3,FALSE,100
3.61,5,4,1,Winterfell,6/21/2014,Android,1/25/2014,0,0,TRUE,33.3
3.98,4.8,4.8,1,Astapor,4/9/2014,iPhone,1/12/2014,0,0,FALSE,66.7
9.73,4.7,4.5,1,Astapor,4/6/2014,Android,1/26/2014,0,0,FALSE,0
2.72,4.3,4.7,1.25,Astapor,1/19/2014,iPhone,1/17/2014,33.3,3,FALSE,0
7.69,4.9,5,1,Winterfell,6/29/2014,iPhone,1/18/2014,0,3,FALSE,27.3
1.22,5,5,1.88,Astapor,2/21/2014,Android,1/17/2014,100,1,FALSE,50
1.23,5,5,1,King's Landing,6/30/2014,iPhone,1/20/2014,0,0,TRUE,41.2
3.17,4.9,4.8,1.02,Astapor,6/1/2014,Android,1/24/2014,6.7,2,TRUE,40
4.89,5,5,1,Astapor,3/30/2014,iPhone,1/19/2014,0,0,FALSE,0
5.69,5,,1,Winterfell,1/20/2014,Android,1/20/2014,0,1,FALSE,100
2.09,4.9,4.7,1,Astapor,6/22/2014,iPhone,1/10/2014,0,1,TRUE,57.1
5.02,5,5,1,Winterfell,6/9/2014,iPhone,1/6/2014,0,3,TRUE,92.9
2.61,5,5,1,Astapor,1/27/2014,iPhone,1/10/2014,0,1,FALSE,100
4.18,2.8,4.5,1,Winterfell,6/5/2014,Android,1/28/2014,0,1,FALSE,75
6.3,5,5,1,Astapor,5/16/2014,iPhone,1/23/2014,0,0,FALSE,66.7
4.53,4.7,4.2,1.16,Winterfell,6/25/2014,iPhone,1/10/2014,18.1,37,TRUE,70.2
14.93,5,5,1.25,Winterfell,1/28/2014,Android,1/27/2014,100,1,TRUE,100
4.86,5,5,1,Astapor,1/21/2014,Android,1/2/2014,0,2,FALSE,100
8.07,5,5,1.25,Winterfell,6/20/2014,iPhone,1/5/2014,33.3,0,TRUE,33.3
11.35,4.7,5,1,Winterfell,1/18/2014,Android,1/10/2014,0,3,FALSE,33.3
12.16,5,5,1,Astapor,1/21/2014,Android,1/8/2014,0,1,TRUE,100
5.98,5,5,1,Winterfell,1/1/2014,iPhone,1/1/2014,0,1,FALSE,100
5.28,4.8,4,1,Astapor,6/7/2014,iPhone,1/11/2014,0,2,FALSE,33.3
